event,sta,ML_cal,ML_header,ML_diff
20070531154359_ML3.3,TGVB,4.315605253051041,3.299999952316284,1.015605300734757
20070531154359_ML3.3,TTVB,3.8277751774742814,3.299999952316284,0.5277752251579972
20070531154359_ML3.3,VTVB,4.63072953356447,3.299999952316284,1.3307295812481854
20070607052959_ML3.3,DBVB,3.9717904503385215,3.299999952316284,0.6717904980222373
20070607052959_ML3.3,HBVB,4.213489435420817,3.299999952316284,0.9134894831045326
20070607052959_ML3.3,HGVB,3.721032466289485,3.299999952316284,0.4210325139732007
20070607052959_ML3.3,LAVB,3.899816478429476,3.299999952316284,0.5998165261131918
20070607052959_ML3.3,MCVB,4.048629787142023,3.299999952316284,0.7486298348257385
20070607052959_ML3.3,SLVB,4.179809669604078,3.299999952316284,0.8798097172877934
20070607052959_ML3.3,SPVB,4.418869149357502,3.299999952316284,1.118869197041218
20070607052959_ML3.3,TGVB,3.7082961731646713,3.299999952316284,0.4082962208483871
20070607052959_ML3.3,TTVB,4.1961345910003205,3.299999952316284,0.8961346386840363
20070607052959_ML3.3,VTVB,2.133160559121634,3.299999952316284,-1.16683939319465
20070609121639_ML4.1,KMI,2.515528409156255,4.099999904632568,-1.5844714954763135
20070609121639_ML4.1,DBVB,5.177480151705744,4.099999904632568,1.0774802470731757
20070609121639_ML4.1,HGVB,5.011776427202392,4.099999904632568,0.9117765225698236
20070609121639_ML4.1,LCVB,5.238314021228382,4.099999904632568,1.1383141165958133
20070609121639_ML4.1,SLVB,5.012925742774242,4.099999904632568,0.9129258381416738
20070609121639_ML4.1,SPVB,5.39334249017981,4.099999904632568,1.2933425855472418
20070609121639_ML4.1,TGVB,4.743378368725417,4.099999904632568,0.6433784640928488
20070609121639_ML4.1,TTVB,5.182133653916984,4.099999904632568,1.0821337492844156
20070609121639_ML4.1,VTVB,4.112163749939263,4.099999904632568,0.012163845306695
20070721084559_ML3.0,BCVB,4.488372700325917,3.0,1.4883727003259173
20070721084559_ML3.0,CBVB,4.035825837751218,3.0,1.0358258377512175
20070721084559_ML3.0,DHVB,4.7638616595610355,3.0,1.7638616595610357
20070721084559_ML3.0,HGVB,4.293196888422753,3.0,1.2931968884227532
20070721084559_ML3.0,LAVB,4.282426458988197,3.0,1.2824264589881968
20070721084559_ML3.0,MCVB,4.001953357347733,3.0,1.001953357347733
20070721084559_ML3.0,MTVB,4.124715466890137,3.0,1.1247154668901371
20070721084559_ML3.0,SLVB,1.9258867432836104,3.0,-1.0741132567163898
20070721084559_ML3.0,SPVB,4.086280316230054,3.0,1.086280316230054
20070721084559_ML3.0,TGVB,3.8997080441726064,3.0,0.8997080441726064
20070721084559_ML3.0,TTVB,3.754895029480909,3.0,0.7548950294809091
20070721084559_ML3.0,VTVB,2.897406778462131,3.0,-0.1025932215378691
20070906185059_ML4.2,BCVB,2.3594763629473854,4.199999809265137,-1.840523446317751
20070906185059_ML4.2,BGVB,5.558467683694181,4.199999809265137,1.358467874429044
20070906185059_ML4.2,CBVB,2.2232316551468836,4.199999809265137,-1.9767681541182531
20070906185059_ML4.2,DHVB,4.3927362105468095,3.799999952316284,0.5927362582305253
20070906185059_ML4.2,HGVB,2.2061547123010374,4.199999809265137,-1.9938450969640993
20070906185059_ML4.2,HN1B,2.9787540517912072,4.199999809265137,-1.2212457574739295
20070906185059_ML4.2,LCVB,5.034993734599623,4.199999809265137,0.8349939253344862
20070906185059_ML4.2,MCVB,5.007613128413388,4.199999809265137,0.8076133191482509
20070906185059_ML4.2,PLVB,5.101646536056714,4.199999809265137,0.9016467267915776
20070906185059_ML4.2,SLVB,5.117127484812093,4.199999809265137,0.917127675546956
20070906185059_ML4.2,SPVB,2.662456121962129,4.199999809265137,-1.5375436873030075
20070906185059_ML4.2,TGVB,4.692971749519417,4.199999809265137,0.4929719402542805
20070906185059_ML4.2,TIYB,5.230195385385871,4.199999809265137,1.0301955761207342
20070906185059_ML4.2,TTVB,5.3208578860799385,4.199999809265137,1.1208580768148018
20070906185059_ML4.2,VTVB,2.145314885624107,4.199999809265137,-2.05468492364103
20070906185146,BCVB,2.3594763629473854,4.199999809265137,-1.840523446317751
20070906185146,BGVB,5.558467683694181,4.199999809265137,1.358467874429044
20070906185146,CBVB,2.2232316551468836,4.199999809265137,-1.9767681541182531
20070906185146,HGVB,2.2061547123010374,4.199999809265137,-1.9938450969640993
20070906185146,HN1B,2.9787540517912072,4.199999809265137,-1.2212457574739295
20070906185146,LCVB,5.034993734599623,4.199999809265137,0.8349939253344862
20070906185146,MCVB,5.007613128413388,4.199999809265137,0.8076133191482509
20070906185146,PLVB,5.101646536056714,4.199999809265137,0.9016467267915776
20070906185146,SLVB,5.117127484812093,4.199999809265137,0.917127675546956
20070906185146,SPVB,2.662456121962129,4.199999809265137,-1.5375436873030075
20070906185146,TGVB,4.692971749519417,4.199999809265137,0.4929719402542805
20070906185146,TIYB,5.230195385385871,4.199999809265137,1.0301955761207342
20070906185146,TTVB,5.3208578860799385,4.199999809265137,1.1208580768148018
20070906185146,VTVB,2.145314885624107,4.199999809265137,-2.05468492364103
20080110223559_ML2.3,DBVB,2.186569146936267,2.299999952316284,-0.113430805380017
20080110223559_ML2.3,HBVB,4.140936057960349,3.0999999046325684,1.040936153327781
20080110223559_ML2.3,LAVB,3.843422768920838,3.0999999046325684,0.7434228642882696
20080110223559_ML2.3,LCVB,2.845264163051503,2.299999952316284,0.545264210735219
20080110223559_ML2.3,MCVB,3.740569530128326,3.0999999046325684,0.6405696254957576
